Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blessed-with-gains-t-shirt,,,,,,,,White,,4XL,,,4680543_5309,255.145708125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-94d4866b.jpg?v=1604379034,oz,,,
the-don-t-shirt,The Don T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women. <br>
<br>
• 100% combed and ring-spun cotton (Heather colors contain polyester)<br>
• Pre-shrunk fabric<br>
• Shoulder-to-shoulder taping<br>
• Side-seamed",Project Zero Apparel,,,true,Color,Red,Size,S,,,3556839_4141,130.407806375,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,oz,,,active
the-don-t-shirt,,,,,,,,Red,,M,,,3556839_4142,141.747615625,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,oz,,,
the-don-t-shirt,,,,,,,,Red,,L,,,3556839_4143,164.427234125,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,oz,,,
the-don-t-shirt,,,,,,,,Red,,XL,,,3556839_4144,170.09713875,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,oz,,,
the-don-t-shirt,,,,,,,,Red,,2XL,,,3556839_4145,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-09975b74.jpg?v=1604378944,oz,,,
the-don-t-shirt,,,,,,,,Army,,S,,,3556839_8440,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,oz,,,
the-don-t-shirt,,,,,,,,Army,,M,,,3556839_8441,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,oz,,,
the-don-t-shirt,,,,,,,,Army,,L,,,3556839_8442,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,oz,,,
the-don-t-shirt,,,,,,,,Army,,XL,,,3556839_8443,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,oz,,,
the-don-t-shirt,,,,,,,,Army,,2XL,,,3556839_8444,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e90634ce.jpg?v=1604378946,oz,,,
the-don-t-shirt,,,,,,,,Heather True Royal,,S,,,3556839_8530,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,oz,,,
the-don-t-shirt,,,,,,,,Heather True Royal,,M,,,3556839_8531,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,oz,,,
the-don-t-shirt,,,,,,,,Heather True Royal,,L,,,3556839_8532,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,oz,,,
the-don-t-shirt,,,,,,,,Heather True Royal,,XL,,,3556839_8533,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,oz,,,
the-don-t-shirt,,,,,,,,Heather True Royal,,2XL,,,3556839_8534,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-f9e151eb.jpg?v=1604378943,oz,,,
the-don-t-shirt,,,,,,,,White,,XS,,,3556839_9526,102.05828325,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
the-don-t-shirt,,,,,,,,White,,S,,,3556839_4011,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
the-don-t-shirt,,,,,,,,White,,M,,,3556839_4012,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
the-don-t-shirt,,,,,,,,White,,L,,,3556839_4013,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
the-don-t-shirt,,,,,,,,White,,XL,,,3556839_4014,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
the-don-t-shirt,,,,,,,,White,,2XL,,,3556839_4015,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e492acc9.jpg?v=1604378947,oz,,,
short-sleeve-unisex-t-shirt,Short-Sleeve Unisex T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women. <br>
<br>
• 100% combed and ring-spun cotton (Heather colors contain polyester)<br>
• Pre-shrunk fabric<br>
• Shoulder-to-shoulder taping<br>
• Side-seamed",Project Zero Apparel,,,true,Color,Army,Size,S,,,5944049_8440,130.407806375,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,oz,,,active
short-sleeve-unisex-t-shirt,,,,,,,,Army,,M,,,5944049_8441,141.747615625,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Army,,L,,,5944049_8442,164.427234125,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Army,,XL,,,5944049_8443,170.09713875,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Army,,2XL,,,5944049_8444,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6e244800.jpg?v=1604378862,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Deep Teal,,S,,,5944049_8481,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Deep Teal,,M,,,5944049_8482,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Deep Teal,,L,,,5944049_8483,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Deep Teal,,XL,,,5944049_8484,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Deep Teal,,2XL,,,5944049_8485,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-4c5d5f72.jpg?v=1604378864,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,XS,,,5944049_9580,102.05828325,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,S,,,5944049_9388,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,M,,,5944049_9389,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,L,,,5944049_9390,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,XL,,,5944049_9391,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Heather Prism Dusty Blue,,2XL,,,5944049_9392,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-04e16f20.jpg?v=1604378865,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Ash,,S,,,5944049_4026,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Ash,,M,,,5944049_4027,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Ash,,L,,,5944049_4028,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Ash,,XL,,,5944049_4029,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,oz,,,
short-sleeve-unisex-t-shirt,,,,,,,,Ash,,2XL,,,5944049_4030,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-719bb4dd.jpg?v=1604378867,oz,,,
logo-t-shirt,Logo T-Shirt,"This t-shirt is everything you've dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It's comfortable and flattering for both men and women. <br>
<br>
• 100% combed and ring-spun cotton (Heather colors contain polyester)<br>
• Pre-shrunk fabric<br>
• Shoulder-to-shoulder taping<br>
• Side-seamed",Project Zero Apparel,,,true,Color,Heather Midnight Navy,Size,XS,,,1605668_9569,102.05828325,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,active
logo-t-shirt,,,,,,,,Heather Midnight Navy,,S,,,1605668_8495,130.407806375,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,
logo-t-shirt,,,,,,,,Heather Midnight Navy,,M,,,1605668_8496,141.747615625,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,
logo-t-shirt,,,,,,,,Heather Midnight Navy,,L,,,1605668_8497,164.427234125,,deny,printful,24.95,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,
logo-t-shirt,,,,,,,,Heather Midnight Navy,,XL,,,1605668_8498,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,
logo-t-shirt,,,,,,,,Heather Midnight Navy,,2XL,,,1605668_8499,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-fce9c84e.jpg?v=1604378728,oz,,,
logo-t-shirt,,,,,,,,Army,,S,,,1605668_8440,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,oz,,,
logo-t-shirt,,,,,,,,Army,,M,,,1605668_8441,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,oz,,,
logo-t-shirt,,,,,,,,Army,,L,,,1605668_8442,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,oz,,,
logo-t-shirt,,,,,,,,Army,,XL,,,1605668_8443,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,oz,,,
logo-t-shirt,,,,,,,,Army,,2XL,,,1605668_8444,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-27480df8.jpg?v=1604378726,oz,,,
logo-t-shirt,,,,,,,,Heather Deep Teal,,S,,,1605668_8481,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,oz,,,
logo-t-shirt,,,,,,,,Heather Deep Teal,,M,,,1605668_8482,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,oz,,,
logo-t-shirt,,,,,,,,Heather Deep Teal,,L,,,1605668_8483,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,oz,,,
logo-t-shirt,,,,,,,,Heather Deep Teal,,XL,,,1605668_8484,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,oz,,,
logo-t-shirt,,,,,,,,Heather Deep Teal,,2XL,,,1605668_8485,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9f87ef6a.jpg?v=1604378729,oz,,,
logo-t-shirt,,,,,,,,Ash,,S,,,1605668_4026,130.407806375,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,oz,,,
logo-t-shirt,,,,,,,,Ash,,M,,,1605668_4027,141.747615625,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,oz,,,
logo-t-shirt,,,,,,,,Ash,,L,,,1605668_4028,164.427234125,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,oz,,,
logo-t-shirt,,,,,,,,Ash,,XL,,,1605668_4029,170.09713875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,oz,,,
logo-t-shirt,,,,,,,,Ash,,2XL,,,1605668_4030,201.2816141875,,deny,printful,24.95,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-adec954b.jpg?v=1604378731,oz,,,
pz-cursive-sweatshirt-1,PZ Cursive Sweatshirt,"A sturdy and warm sweatshirt bound to keep you warm in the colder months. A pre-shrunk, classic fit sweater that's made with air-jet spun yarn for a soft feel and reduced pilling.<br>
<br>
• 50% cotton, 50% polyester<br>
• Pre-shrunk<br>
• Classic fit with no center crease<br>
• 1x1 athletic rib knit collar with spandex<br>
• Air-jet spun yarn with a soft feel and reduced pilling<br>
• Double-needle stitched collar, shoulders, armholes, cuffs, and hem",Project Zero Apparel,,,true,Color,Sport Grey,Size,S,,,9346297_5514,331.6894205625,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6bebf633.jpg?v=1604296560,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9eb18f41.jpg?v=1604296561,oz,,,active
pz-cursive-sweatshirt-1,,,,,,,,Sport Grey,,M,,,9346297_5515,391.223419125,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9eb18f41.jpg?v=1604296561,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9eb18f41.jpg?v=1604296561,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Sport Grey,,L,,,9346297_5516,413.903037625,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e64bd559.jpg?v=1604296562,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9eb18f41.jpg?v=1604296561,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Sport Grey,,XL,,,9346297_5517,462.0972269375,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-2d29cbb0.jpg?v=1604296564,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-9eb18f41.jpg?v=1604296561,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Blue,,S,,,9346297_7860,331.6894205625,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/sweatshirt-mockup-of-a-happy-woman-posing-with-her-hands-in-her-pockets-41021-r-el2.png?v=1604296603,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e64bd559.jpg?v=1604296562,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Blue,,M,,,9346297_7861,391.223419125,,deny,printful,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-of-a-serious-woman-wearing-a-sweatshirt-and-posing-41023-r-el2.png?v=1604296690,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e64bd559.jpg?v=1604296562,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Blue,,L,,,9346297_7862,413.903037625,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e64bd559.jpg?v=1604296562,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Blue,,XL,,,9346297_7863,462.0972269375,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-e64bd559.jpg?v=1604296562,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Pink,,S,,,9346297_7868,331.6894205625,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-2d29cbb0.jpg?v=1604296564,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Pink,,M,,,9346297_7869,391.223419125,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-2d29cbb0.jpg?v=1604296564,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Pink,,L,,,9346297_7870,413.903037625,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-2d29cbb0.jpg?v=1604296564,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,Light Pink,,XL,,,9346297_7871,462.0972269375,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-2d29cbb0.jpg?v=1604296564,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,White,,S,,,9346297_5426,331.6894205625,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6bebf633.jpg?v=1604296560,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,White,,M,,,9346297_5427,391.223419125,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6bebf633.jpg?v=1604296560,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,White,,L,,,9346297_5428,413.903037625,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6bebf633.jpg?v=1604296560,oz,,,
pz-cursive-sweatshirt-1,,,,,,,,White,,XL,,,9346297_5429,462.0972269375,,deny,printful,25.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-6bebf633.jpg?v=1604296560,oz,,,
project-zero-crop-top,PZ Cursive Crop Top,"The organic crop top is soft, comfy, and what's more,made of 100% organic cotton. This premium crop is bound to become a favorite for every eco-conscious buyer. <br>
<br>
• Material: 100% organic cotton<br>
• Fabric weight: 4.42 oz/yd² (150 g/m²)<br>
• Relaxed fit",Project Zero Apparel,,,true,Size,XS,,,,,8415398_11721,65.2039031875,,deny,printful,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-44b1ac73.jpg?v=1604286085,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-44b1ac73.jpg?v=1604286085,oz,,,active
project-zero-crop-top,,,,,,,,S,,,,,8415398_11724,68.0388555,,deny,printful,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-of-a-young-woman-wearing-a-t-shirt-and-a-bikini-bottom-at-the-beach-26833.png?v=1604286145,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-44b1ac73.jpg?v=1604286085,oz,,,
project-zero-crop-top,,,,,,,,M,,,,,8415398_11723,79.37866475,,deny,printful,24.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-44b1ac73.jpg?v=1604286085,oz,,,
project-zero-crop-top,,,,,,,,L,,,,,8415398_11725,87.8835216875,,deny,printful,24.99,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0500/6275/3953/products/mockup-44b1ac73.jpg?v=1604286085,oz,,,
